# package	band	names-added	claimed-names-exercised
python3-systemd	moderate	10	8
python3-talloc	unpinnable	1	2
python3-tbb	cheap	5	11
python3-tdb	free	0	4
python3-test	unpinnable	1	13
python3-tevent	free	0	2
python3-tkinter	unpinnable	1	5
python3-unbound	moderate	6	12
python3-urwid	free	0	2
python3-wx-siplib	unpinnable	2	6
python3.11	cheap	1	1
python3.11-Cython	cheap	1	4
python3.11-cffi	unpinnable	1	17
python3.11-cryptography	unpinnable	3	15
python3.11-debug	unpinnable	40	47
python3.11-libs	unpinnable	35	48
python3.11-lxml	cheap	4	9
python3.11-mod_wsgi	unpinnable	1	17
python3.11-numpy	unpinnable	3	26
python3.11-psycopg2	unpinnable	1	13
python3.11-psycopg2-debug	unpinnable	1	13
python3.11-pyyaml	cheap	1	3
python3.11-scipy	unpinnable	3	28
python3.11-test	unpinnable	1	11
python3.11-tkinter	unpinnable	1	5
python3.12	cheap	1	1
python3.12-Cython	cheap	1	4
python3.12-cffi	unpinnable	1	17
python3.12-cryptography	unpinnable	3	15
python3.12-debug	unpinnable	42	47
python3.12-libs	unpinnable	37	48
python3.12-lxml	cheap	4	9
python3.12-mod_wsgi	unpinnable	1	17
python3.12-numpy	unpinnable	3	26
python3.12-psycopg2	unpinnable	1	13
python3.12-psycopg2-debug	unpinnable	1	13
python3.12-pyyaml	cheap	1	3
python3.12-scipy	unpinnable	3	27
python3.12-test	unpinnable	2	14
python3.12-tkinter	unpinnable	1	5
python38	cheap	1	1
python38-Cython	cheap	1	4
python38-cffi	unpinnable	1	17
python38-cryptography	unpinnable	1	10
python38-debug	unpinnable	30	47
python38-libs	unpinnable	30	48
python38-lxml	cheap	4	9
python38-markupsafe	free	0	2
python38-mod_wsgi	unpinnable	1	17
python38-numpy	unpinnable	3	26
python38-psutil	unpinnable	3	9
python38-psycopg2	moderate	19	11
python38-pyyaml	cheap	1	3
python38-scipy	unpinnable	3	27
python38-test	unpinnable	1	13
python38-tkinter	unpinnable	1	5
python39	cheap	1	1
python39-Cython	cheap	1	4
python39-cffi	unpinnable	1	17
python39-cryptography	cheap	1	6
python39-debug	unpinnable	36	47
python39-libs	unpinnable	31	48
python39-lxml	cheap	4	9
python39-mod_wsgi	unpinnable	1	17
python39-numpy	unpinnable	3	25
python39-psutil	unpinnable	2	9
python39-psycopg2	moderate	19	11
python39-pyyaml	cheap	1	3
python39-scipy	unpinnable	3	25
python39-test	unpinnable	1	12
python39-tkinter	unpinnable	1	5
qatengine	unpinnable	5	12
qatlib	unpinnable	2	22
qatlib-service	unpinnable	2	18
qatlib-tests	unpinnable	5	22
qatzip	unpinnable	2	25
qatzip-libs	unpinnable	2	8
qemu-guest-agent	unpinnable	6	33
qemu-img	unpinnable	14	38
qemu-kvm-block-curl	cheap	4	3
qemu-kvm-block-gluster	cheap	4	4
qemu-kvm-block-iscsi	cheap	3	5
qemu-kvm-block-rbd	cheap	2	5
qemu-kvm-block-ssh	unpinnable	1	8
qemu-kvm-common	unpinnable	15	41
qemu-kvm-core	unpinnable	16	42
qemu-kvm-hw-usbredir	unpinnable	1	5
qemu-kvm-ui-opengl	unpinnable	1	5
qemu-kvm-ui-spice	unpinnable	1	12
qgnomeplatform	cheap	5	5
qgpgme	moderate	6	9
qpdf	moderate	8	10
qpdf-libs	unpinnable	2	19
qperf	project	59	21
qrencode	moderate	12	15
qrencode-libs	unpinnable	1	10
qt5-assistant	unpinnable	3	8
qt5-designer	unpinnable	1	7
qt5-doctools	unpinnable	2	14
qt5-linguist	unpinnable	3	12
qt5-qdbusviewer	cheap	2	5
qt5-qt3d	unpinnable	3	28
qt5-qt3d-devel	unpinnable	2	27
qt5-qt3d-examples	cheap	2	7
qt5-qtbase	unpinnable	17	41
qt5-qtbase-devel	unpinnable	6	29
qt5-qtbase-examples	unpinnable	3	15
qt5-qtbase-gui	project	62	20
qt5-qtbase-mysql	cheap	1	6
qt5-qtbase-odbc	cheap	3	8
qt5-qtbase-postgresql	cheap	4	5
qt5-qtcanvas3d	cheap	4	8
qt5-qtcanvas3d-examples	cheap	2	2
qt5-qtconnectivity	unpinnable	2	14
qt5-qtconnectivity-examples	cheap	3	7
qt5-qtdeclarative	unpinnable	2	22
qt5-qtdeclarative-devel	unpinnable	3	14
qt5-qtdeclarative-examples	unpinnable	3	10
qt5-qtgraphicaleffects	cheap	2	7
qt5-qtimageformats	cheap	4	7
qt5-qtlocation	project	63	22
qt5-qtlocation-examples	unpinnable	1	7
qt5-qtmultimedia	moderate	12	12
qt5-qtmultimedia-examples	unpinnable	1	8
qt5-qtquickcontrols	cheap	5	7
qt5-qtquickcontrols-examples	cheap	3	7
qt5-qtquickcontrols2	moderate	6	8
qt5-qtquickcontrols2-examples	cheap	2	7
qt5-qtscript	unpinnable	2	17
qt5-qtscript-examples	unpinnable	3	9
qt5-qtsensors	moderate	6	10
qt5-qtsensors-examples	cheap	2	7
qt5-qtserialbus	unpinnable	1	10
qt5-qtserialbus-examples	cheap	2	5
qt5-qtserialport	moderate	12	8
qt5-qtserialport-examples	unpinnable	2	4
qt5-qtsvg	moderate	8	7
qt5-qtsvg-examples	cheap	5	6
qt5-qttools	unpinnable	2	6
qt5-qttools-devel	unpinnable	1	8
qt5-qttools-examples	cheap	3	5
qt5-qttools-libs-designer	unpinnable	1	6
qt5-qttools-libs-designercomponents	cheap	2	5
qt5-qttools-libs-help	cheap	1	5
qt5-qtwayland	unpinnable	2	16
qt5-qtwayland-devel	unpinnable	1	5
qt5-qtwayland-examples	cheap	2	7
qt5-qtwebchannel	unpinnable	1	8
qt5-qtwebchannel-examples	cheap	1	4
qt5-qtwebsockets	cheap	1	5
qt5-qtwebsockets-devel	cheap	1	7
qt5-qtwebsockets-examples	unpinnable	1	5
qt5-qtx11extras	free	0	2
qt5-qtxmlpatterns	unpinnable	1	8
qt5-qtxmlpatterns-devel	unpinnable	2	4
qt5-qtxmlpatterns-examples	cheap	2	5
quota	unpinnable	7	25
quota-nld	unpinnable	5	19
quota-rpc	unpinnable	7	20
quota-warnquota	unpinnable	5	22
radvd	unpinnable	1	27
raptor2	unpinnable	3	23
rarian	unpinnable	3	21
rarian-compat	expensive	27	20
rasdaemon	project	54	26
rasqal	unpinnable	3	24
rdma-core	expensive	27	15
re2c	moderate	20	16
readline	unpinnable	3	25
realmd	unpinnable	4	14
recode	unpinnable	4	30
redis	unpinnable	11	45
redland	unpinnable	1	24
rest	cheap	2	5
rhnsd	unpinnable	3	17
rhythmbox	unpinnable	5	24
rmt	unpinnable	3	19
rng-tools	unpinnable	3	28
rpaste	unpinnable	3	9
rpcbind	unpinnable	2	23
rpcgen	unpinnable	2	22
rpm	unpinnable	3	12
rpm-build	unpinnable	4	23
rpm-build-libs	unpinnable	6	25
rpm-devel	unpinnable	2	7
rpm-libs	unpinnable	7	37
rpm-ostree	unpinnable	19	43
rpm-ostree-libs	unpinnable	3	20
rpm-plugin-fapolicyd	cheap	4	8
rpm-plugin-ima	cheap	2	4
rpm-plugin-prioreset	unpinnable	2	3
rpm-plugin-selinux	free	0	4
rpm-plugin-syslog	cheap	3	2
rpm-plugin-systemd-inhibit	cheap	1	3
rpm-sign	unpinnable	4	11
rpmemd	unpinnable	1	31
rrdtool	unpinnable	4	30
rrdtool-lua	cheap	3	3
rrdtool-perl	cheap	4	6
rrdtool-ruby	cheap	3	4
rrdtool-tcl	moderate	7	8
rshim	unpinnable	4	22
rsync	unpinnable	4	29
rsyslog	unpinnable	15	35
rsyslog-crypto	unpinnable	1	17
rsyslog-elasticsearch	moderate	11	12
rsyslog-gnutls	moderate	13	10
rsyslog-gssapi	moderate	15	11
rsyslog-kafka	moderate	17	11
rsyslog-mmaudit	cheap	1	5
rsyslog-mmfields	cheap	3	5
rsyslog-mmjsonparse	cheap	2	8
rsyslog-mmkubernetes	moderate	11	12
rsyslog-mmnormalize	cheap	3	7
rsyslog-mmsnmptrapd	cheap	3	9
rsyslog-mysql	cheap	3	8
rsyslog-omamqp1	unpinnable	1	22
rsyslog-openssl	moderate	13	9
rsyslog-pgsql	cheap	3	6
rsyslog-relp	moderate	8	11
rsyslog-snmp	cheap	5	7
rsyslog-udpspoof	moderate	10	5
rt-tests	unpinnable	4	35
rtkit	unpinnable	6	16
rtla	unpinnable	2	18
ruby	cheap	2	2
ruby-bundled-gems	cheap	1	2
ruby-hivex	cheap	1	6
ruby-libguestfs	unpinnable	1	7
ruby-libs	unpinnable	21	43
rubygem-bigdecimal	moderate	6	8
rubygem-bson	cheap	5	6
rubygem-io-console	moderate	6	2
rubygem-json	cheap	1	3
rubygem-mysql2	unpinnable	1	9
rubygem-openssl	unpinnable	1	10
rubygem-pg	moderate	10	9
rubygem-psych	free	0	3
rubygem-racc	free	0	2
rubygem-rbs	cheap	2	5
runc	unpinnable	7	16
rust	unpinnable	15	28
rust-analyzer	unpinnable	8	9
rust-std-static	unpinnable	11	22
rustfmt	unpinnable	6	16
samba	unpinnable	3	26
samba-client	unpinnable	3	35
samba-client-libs	unpinnable	20	41
samba-common-libs	unpinnable	1	23
samba-common-tools	unpinnable	7	30
samba-dc-libs	free	0	3
samba-dcerpc	unpinnable	4	30
samba-krb5-printing	unpinnable	1	9
samba-ldb-ldap-modules	unpinnable	1	6
samba-libs	unpinnable	2	16
samba-test	unpinnable	8	36
samba-test-libs	cheap	1	4
samba-vfs-iouring	free	0	3
samba-winbind	unpinnable	1	19
samba-winbind-clients	unpinnable	4	18
samba-winbind-krb5-locator	unpinnable	1	13
samba-winbind-modules	unpinnable	3	19
samba-winexe	unpinnable	2	8
sane-backends	unpinnable	3	33
sane-backends-daemon	project	53	20
sane-backends-drivers-cameras	unpinnable	2	20
sane-backends-drivers-scanners	unpinnable	5	35
sane-backends-libs	unpinnable	3	27
sane-frontends	unpinnable	1	27
sanlk-reset	expensive	31	13
sanlock	unpinnable	6	29
sanlock-lib	expensive	28	16
satyr	unpinnable	2	21
sbc	moderate	14	13
sbd	unpinnable	3	25
sblim-cmpi-base	unpinnable	1	23
sblim-gather	unpinnable	2	26
sblim-gather-provider	unpinnable	1	14
sblim-indication_helper	unpinnable	1	9
sblim-sfcCommon	moderate	9	10
sblim-sfcb	unpinnable	3	35
sblim-sfcc	unpinnable	1	24
sblim-wbemcli	expensive	29	18
scap-workbench	moderate	7	8
scl-utils	expensive	29	23
scotch	unpinnable	3	30
scrub	expensive	38	18
seahorse	unpinnable	5	11
sed	unpinnable	7	30
sendmail	project	154	31
sendmail-milter	expensive	46	13
setroubleshoot-server	moderate	11	7
setserial	moderate	9	10
sevctl	unpinnable	9	18
sg3_utils	project	71	32
sg3_utils-libs	unpinnable	2	16
sgpio	moderate	18	9
shadow-utils	unpinnable	18	39
shadow-utils-subid	unpinnable	19	35
shared-mime-info	moderate	15	19
sharutils	unpinnable	3	35
sip	moderate	18	24
skopeo	unpinnable	7	28
slang	unpinnable	3	33
slapi-nis	project	57	17
slirp4netns	unpinnable	6	27
smartmontools	project	76	28
smc-tools	unpinnable	1	23
snappy	cheap	4	5
socat	unpinnable	1	36
socket_wrapper	unpinnable	1	14
softhsm	project	65	28
sombok	cheap	3	7
soundtouch	moderate	14	13
source-highlight	unpinnable	3	25
spamassassin	expensive	46	19
spax	unpinnable	4	29
speech-dispatcher	unpinnable	5	29
speech-dispatcher-espeak-ng	expensive	39	17
speex	unpinnable	1	10
speexdsp	unpinnable	1	8
spice-glib	unpinnable	3	23
spice-gtk-tools	moderate	8	13
spice-gtk3	cheap	2	6
spice-server	unpinnable	1	26
spice-streaming-agent	expensive	40	22
spice-vdagent	expensive	32	18
spirv-tools	unpinnable	1	24
spirv-tools-libs	expensive	31	11
splix	expensive	38	17
sqlite	unpinnable	1	35
sqlite-libs	unpinnable	1	20
squashfs-tools	project	88	34
squid	unpinnable	8	38
srp_daemon	project	53	21
sscg	unpinnable	1	14
sshpass	expensive	24	15
sssd-ad	unpinnable	2	20
sssd-client	unpinnable	4	18
sssd-common	unpinnable	13	40
sssd-common-pac	unpinnable	1	15
sssd-dbus	unpinnable	1	15
sssd-idp	unpinnable	1	14
sssd-ipa	unpinnable	2	19
sssd-kcm	unpinnable	1	15
sssd-krb5	free	0	2
sssd-krb5-common	unpinnable	4	22
sssd-ldap	free	0	2
sssd-nfs-idmap	unpinnable	1	14
sssd-proxy	unpinnable	1	11
sssd-tools	unpinnable	3	23
sssd-winbind-idmap	free	0	3
stalld	unpinnable	1	21
star	unpinnable	4	29
startup-notification	unpinnable	1	12
strace	unpinnable	5	29
stratisd	unpinnable	9	22
stratisd-dracut	unpinnable	2	18
stress-ng	unpinnable	73	46
stunnel	unpinnable	1	26
subscription-manager	unpinnable	3	13
subversion	unpinnable	4	15
subversion-gnome	free	0	2
subversion-libs	unpinnable	7	24
subversion-perl	moderate	12	9
subversion-ruby	unpinnable	2	7
subversion-tools	unpinnable	4	22
sudo	unpinnable	13	39
suitesparse	unpinnable	3	20
supermin	unpinnable	3	31
sushi	cheap	2	5
swig	expensive	36	28
switcheroo-control	cheap	3	6
swtpm	moderate	19	11
swtpm-libs	unpinnable	1	23
swtpm-tools	unpinnable	1	23
symlinks	moderate	15	12
synce4l	expensive	37	21
sysfsutils	moderate	8	15
syslinux	expensive	44	23
syslinux-extlinux	unpinnable	3	18
sysstat	unpinnable	3	29
system-config-printer-udev	expensive	25	18
systemd	unpinnable	46	51
systemd-container	unpinnable	39	46
systemd-journal-remote	expensive	25	20
systemd-libs	unpinnable	36	45
systemd-pam	unpinnable	36	45
systemd-tests	unpinnable	41	47
systemd-udev	unpinnable	11	39
systemtap-client	unpinnable	4	33
systemtap-devel	unpinnable	4	33
systemtap-runtime	unpinnable	12	40
systemtap-runtime-java	cheap	1	3
systemtap-runtime-python3	free	0	3
systemtap-runtime-virthost	moderate	14	12
systemtap-server	unpinnable	5	24
taglib	expensive	21	13
tang	expensive	21	14
tar	unpinnable	7	35
tbb	unpinnable	3	23
tboot	expensive	27	18
tcl	unpinnable	4	30
tcl-brlapi	cheap	1	4
tcpdump	unpinnable	1	27
tcsh	unpinnable	5	26
tdb-tools	unpinnable	3	18
teamd	unpinnable	1	20
teckit	moderate	14	19
telnet	unpinnable	2	26
telnet-server	project	64	23
tesseract	unpinnable	4	29
texlive-bibtex	moderate	18	11
texlive-dvipng	expensive	32	22
texlive-dvips	expensive	42	29
texlive-dvisvgm	project	87	29
texlive-fontware	moderate	12	10
texlive-gsftopk	expensive	33	14
texlive-kpathsea	moderate	12	10
texlive-lib	unpinnable	4	38
texlive-luatex	project	157	43
texlive-makeindex	moderate	19	17
texlive-metafont	expensive	25	20
texlive-metapost	project	63	29
texlive-mfware	moderate	14	12
texlive-pdftex	project	59	29
texlive-tex	expensive	31	19
texlive-tex4ht	expensive	21	14
texlive-xdvi	unpinnable	3	32
texlive-xetex	project	84	33
tftp	expensive	32	20
tftp-server	project	69	21
theora-tools	expensive	31	22
thermald	unpinnable	4	21
thunderbird	unpinnable	19	55
tigervnc	unpinnable	7	29
tigervnc-server	unpinnable	2	28
tigervnc-server-minimal	unpinnable	8	43
tigervnc-server-module	unpinnable	2	25
time	moderate	13	14
timedatex	unpinnable	1	8
tinycdb	expensive	22	20
tinyxml2	unpinnable	1	12
tix	unpinnable	1	15
tk	expensive	36	16
tlog	unpinnable	4	23
tmpwatch	unpinnable	1	20
tmux	unpinnable	1	32
tog-pegasus	expensive	22	15
tog-pegasus-libs	unpinnable	7	32
tokyocabinet	unpinnable	3	27
toolbox	unpinnable	3	11
torque	expensive	21	16
torque-libs	unpinnable	5	38
totem	unpinnable	5	11
totem-nautilus	unpinnable	2	2
totem-pl-parser	unpinnable	3	16
tpm-quote-tools	unpinnable	3	14
tpm-tools	unpinnable	6	24
tpm-tools-pkcs11	unpinnable	6	16
tpm2-abrmd	moderate	19	11
tpm2-pkcs11	unpinnable	1	18
tpm2-tools	expensive	33	29
tpm2-tss	unpinnable	1	14
trace-cmd	unpinnable	2	33
traceroute	expensive	46	23
tracker	unpinnable	8	21
tracker-miners	unpinnable	8	21
transfig	unpinnable	3	34
tree	expensive	36	17
trousers	project	70	23
trousers-lib	unpinnable	4	17
tss2	unpinnable	1	25
ttmkfdir	expensive	29	22
turbojpeg	unpinnable	1	14
twolame-libs	unpinnable	1	6
ucx	unpinnable	15	32
ucx-cma	unpinnable	3	4
ucx-ib	expensive	33	11
ucx-rdmacm	moderate	7	8
udftools	project	60	23
udisks2	unpinnable	1	20
udisks2-iscsi	free	0	5
udisks2-lsm	free	0	5
udisks2-lvm2	cheap	3	5
uid_wrapper	unpinnable	1	10
unbound	unpinnable	5	34
unbound-libs	unpinnable	3	32
unifdef	expensive	24	16
units	unpinnable	3	27
unixODBC	unpinnable	4	28
unzip	unpinnable	3	38
upower	expensive	21	12
urlview	moderate	19	15
usb_modeswitch	expensive	22	18
usbguard	unpinnable	1	15
usbguard-dbus	cheap	5	5
usbguard-notifier	moderate	9	5
usbguard-tools	cheap	4	5
usbmuxd	project	68	22
usbredir	unpinnable	1	8
usbutils	unpinnable	3	21
usermode	unpinnable	4	20
usermode-gtk	unpinnable	5	17
userspace-rcu	unpinnable	3	10
ustr	unpinnable	1	16
utf8proc	cheap	1	4
util-linux	unpinnable	32	48
util-linux-user	unpinnable	4	18
uuid	expensive	21	21
uuidd	unpinnable	4	23
vala	unpinnable	2	29
valgrind	unpinnable	1	18
valgrind-gdb	unpinnable	1	24
varnish	unpinnable	9	35
varnish-modules	moderate	14	9
vdo	unpinnable	6	24
vdo-support	unpinnable	6	24
veritysetup	unpinnable	3	20
vhostmd	unpinnable	3	21
vim-X11	unpinnable	8	45
vim-common	moderate	10	15
vim-enhanced	unpinnable	8	45
vim-minimal	unpinnable	3	40
vinagre	unpinnable	5	11
vino	unpinnable	5	21
virt-dib	unpinnable	11	36
virt-top	unpinnable	9	33
virt-v2v	unpinnable	11	39
virt-viewer	unpinnable	5	11
virt-what	cheap	2	3
vm-dump-metrics	unpinnable	2	18
voikko-tools	moderate	16	9
volume_key	unpinnable	3	15
volume_key-libs	unpinnable	1	10
vorbis-tools	unpinnable	6	28
vsftpd	unpinnable	4	20
vte291	unpinnable	2	12
vte291-devel	unpinnable	2	3
vulkan-loader	unpinnable	1	17
vulkan-tools	expensive	21	17
vulkan-validation-layers	unpinnable	2	17
watchdog	unpinnable	7	28
wavpack	unpinnable	4	29
wayland-devel	moderate	16	18
webkit2gtk3	unpinnable	9	35
webkit2gtk3-devel	unpinnable	1	7
webkit2gtk3-jsc	unpinnable	11	33
webkit2gtk3-jsc-devel	unpinnable	3	18
webrtc-audio-processing	unpinnable	6	20
weldr-client	unpinnable	3	10
wget	unpinnable	8	38
which	expensive	22	17
whois	unpinnable	6	23
wireshark	unpinnable	3	25
wireshark-cli	unpinnable	8	35
wodim	unpinnable	1	28
woff2	unpinnable	1	7
wpa_supplicant	project	97	32
wpebackend-fdo	moderate	6	7
wsmancli	moderate	9	11
x3270	project	107	37
x3270-text	project	103	37
x3270-x11	project	103	37
xapian-core	moderate	14	10
xapian-core-libs	project	73	19
xcb-util	cheap	1	4
xcb-util-image	unpinnable	1	7
xcb-util-keysyms	cheap	1	3
xcb-util-renderutil	cheap	3	4
xcb-util-wm	cheap	2	7
xdelta	expensive	29	21
xdg-desktop-portal	unpinnable	4	22
xdg-desktop-portal-gtk	unpinnable	4	10
xdg-user-dirs	unpinnable	6	17
xdg-user-dirs-gtk	unpinnable	4	9
xdp-tools	project	54	24
xfsdump	unpinnable	4	31
xfsprogs	unpinnable	13	41
xinetd	unpinnable	4	28
xmlrpc-c	unpinnable	3	24
xmlrpc-c-c++	unpinnable	3	17
xmlrpc-c-client	unpinnable	1	10
xmlrpc-c-client++	cheap	2	5
xmlsec1	moderate	12	18
xmlsec1-gcrypt	cheap	2	4
xmlsec1-gnutls	cheap	2	5
xmlsec1-nss	cheap	2	8
xmlsec1-openssl	cheap	3	10
xmlstarlet	expensive	22	17
xmlto	moderate	12	10
xorg-x11-apps	unpinnable	6	34
xorg-x11-drv-ati	moderate	13	16
xorg-x11-drv-dummy	cheap	1	4
xorg-x11-drv-evdev	moderate	10	10
xorg-x11-drv-fbdev	cheap	2	4
xorg-x11-drv-intel	unpinnable	1	26
xorg-x11-drv-libinput	moderate	11	9
xorg-x11-drv-nouveau	moderate	7	11
xorg-x11-drv-qxl	unpinnable	1	16
xorg-x11-drv-v4l	moderate	6	12
xorg-x11-drv-vesa	cheap	3	5
xorg-x11-drv-vmware	moderate	10	12
xorg-x11-drv-wacom	expensive	29	23
xorg-x11-drv-wacom-devel	moderate	18	10
xorg-x11-drv-wacom-serial-support	moderate	20	12
xorg-x11-font-utils	expensive	47	25
xorg-x11-server-Xdmx	unpinnable	5	44
xorg-x11-server-Xephyr	unpinnable	5	42
xorg-x11-server-Xnest	unpinnable	6	40
xorg-x11-server-Xorg	unpinnable	10	42
xorg-x11-server-Xspice	unpinnable	3	18
xorg-x11-server-Xvfb	unpinnable	6	41
xorg-x11-server-Xwayland	unpinnable	5	42
xorg-x11-server-utils	project	69	32
xorg-x11-utils	unpinnable	3	27
xorg-x11-xauth	expensive	30	24
xorg-x11-xinit	expensive	28	16
xorg-x11-xkb-utils	expensive	29	21
xorriso	cheap	2	5
xrestop	moderate	8	6
xsane	unpinnable	4	31
xsane-gimp	unpinnable	4	31
xterm	project	97	35
xterm-resize	moderate	18	18
xxhash	moderate	8	21
xxhash-libs	free	0	6
xz	unpinnable	4	27
xz-libs	expensive	21	8
xz-lzma-compat	unpinnable	3	13
yajl	moderate	11	14
yara	unpinnable	3	24
yasm	unpinnable	2	29
yelp	unpinnable	4	4
yelp-libs	unpinnable	2	10
yp-tools	unpinnable	4	21
ypbind	unpinnable	6	20
ypserv	unpinnable	13	34
zenity	unpinnable	4	7
zip	project	58	39
zlib	moderate	7	11
zsh	unpinnable	5	40
zstd	expensive	44	28
zziplib	unpinnable	1	16
zziplib-utils	moderate	14	19
